context/aspect	opinion/argument	reason/factoid	preference	direct	method	super	question
1	1	0	1	0	0	1	что является наиболее перспективной формой безналичных расчетов
0	0	1	0	1	0	0	чем отличается коран от библии
1	1	0	1	0	0	0	что эффективней при молочнице
1	1	0	1	0	0	1	где лучше всего добывать арктический мех
0	0	1	0	1	0	0	каковы отличия эволюционных взглядов от метафизических?
0	1	0	1	1	0	0	что лучше брус или клееный брус
0	0	1	1	1	0	0	что выше флеш или стрит
0	0	0	0	0	0	0	какую стиральную машину выбрать с вертикальной или горизонтальной загрузкой
0	1	0	1	0	1	0	как выбрать профессию
0	1	0	1	0	0	0	в какой лучше пойти клуб
1	1	0	1	1	0	1	какие поливитамины самые эффективные
0	1	0	1	1	0	0	где лучше шарм или хургада
1	1	0	1	1	0	0	кто сильнее лев или тигр
1	0	1	2	1	0	0	какая почва прогревается солнцем быстрее влажная или сухая почему
1	1	1	2	1	0	0	почему этилен горит более светящимся пламенем чем метан
1	0	1	1	0	0	0	какие противовирусные препараты можно в период лактации
1	1	0	1	0	0	0	какой связью лучше пользоваться в турции
0	0	0	0	0	0	1	кто стал лучшим футболистом мира
0	0	1	0	1	0	0	чем отличаются котировки от аукциона
0	1	0	1	1	0	0	что лучше acer или asus
0	1	0	1	0	1	0	как выбрать мультиварку отзывы
0	0	1	0	1	0	0	чем отличается болт от винта
0	1	0	1	1	0	0	что делать скважину или колодец
0	0	1	0	1	0	0	чем отличается феонит от циркония
0	1	1	1	0	0	1	какой лучше всего фундамент
0	1	1	0	1	0	0	как отличить алмаз от подделки
0	0	1	1	0	0	0	какой механизм у диванов прочнее
0	1	0	0	0	1	0	как правильно выбрать вэбкамеру
0	1	1	1	0	0	0	какой бензин лучше заливать в тойоту
1	0	1	0	1	0	0	насколько киевское время отличается от московского
0	1	0	1	0	0	1	какая паста лучше всего отбеливает зубы
0	1	0	1	1	0	0	какой телевизор выбрать 65 или 50
0	1	0	1	1	0	0	какой выбрать фотоаппарат цифровой или зеркальный
0	1	0	1	0	0	0	когда лучше учиться вождению
1	1	0	1	0	0	0	что лучше посетить в болгарии
0	1	0	1	1	0	0	что выбрать андроид или виндовс
1	1	0	1	0	0	0	как легче выучить английский язык
0	1	0	1	0	0	1	какой  лучший подарок на новый год
1	1	0	1	0	0	0	какие фрукты и овощи можно корелле
0	1	0	1	0	0	0	какой шариковый дезодорант лучше
1	1	0	0	1	0	0	чем старый друг лучше новых двух
0	1	0	1	1	0	0	какой дисплей лучше lcd или tft
0	1	0	1	0	0	0	какой товар лучше
0	1	0	1	0	0	0	как лучше делать стрейфы
0	0	1	0	1	0	0	чем отличаются сиды от пиров
0	1	0	1	1	0	0	какой windows лучше для ноутбука 64 или 86
0	1	1	0	1	0	0	как отличить форель от семги
0	0	1	1	1	0	0	кто победил чисора или хэй
0	1	0	0	1	1	0	как отличить натуральный латекс от искусственного
0	1	0	0	1	1	0	скалярия как отличить самку от самца
0	1	0	1	1	0	0	что лучше купить блендер или кухонный комбайн
0	1	0	1	0	0	0	как лучше вязать узлы
0	1	1	1	1	0	0	что лучше цефотаксим или цефтриаксон
0	1	0	1	0	1	0	отзывы как лечить геморрой
1	0	1	1	1	0	1	какая звезда самая горячая? солнцекрасный гигантбело-голубая звездавольф
1	0	1	1	1	0	0	как правильно говорить брею или брою
0	1	0	1	0	0	0	где отдахнуть в сибири
0	1	0	1	1	0	0	какой цветной мфу купить
0	1	0	1	1	0	0	что лучше андроид или meego
1	0	1	1	1	0	0	что длинее нил или амазонка
1	1	0	1	0	0	1	какой цвет глаз самый привлекательный
0	1	1	2	1	0	0	чем говядина лучше свинины
1	0	1	1	1	0	0	как правильно написать заведующий или заведующая
0	1	0	1	0	0	0	что лучше продавать
1	0	1	1	1	0	0	как правильно писать придти или прийти
1	1	0	1	0	0	0	какой матрас для новорожденных лучше
0	1	0	1	1	0	0	что лучше семга или форель
0	1	0	1	1	0	0	что лучше iphone 4 или iphone 4s
1	0	1	1	0	0	1	как называлась древнейшая в мире письменность?
0	1	0	0	1	1	0	как отличить кожу от кожзама
1	0	1	2	1	0	0	какие признаки более высокой организации появились у мхов по сравнению с водорослями в процессе эволюции
1	1	0	1	0	0	0	куда вложить деньги чтобы заработать
0	1	0	1	0	0	0	какую краску купить для потолка
0	1	0	1	0	0	0	в какое время лучше назначить роспись
0	1	0	1	1	0	0	что лучше xbox 360 или playstation 3 видеообзор
0	1	1	0	1	0	0	как отличить свечи ngk от подделки
1	0	1	0	1	0	0	что общего в природных условиях египта и двуречья
1	1	0	1	0	0	0	в каком браузере лучше смотреть онлайн
0	0	1	0	1	0	0	есть ли разница между китайской корейской и вьетнамской сборками samsung galaxy s2
0	1	0	0	1	0	0	согласны ли вы с утверждением: «предпринимательство» и «бизнес» это синонимы?
1	1	0	1	1	0	0	кто сильнее вампир или оборотень
0	1	1	0	1	0	0	чем различались позитивные и негативные санкции у хаммурапи была ли между ними симметрия
0	1	0	1	0	0	0	какой небулайзер лучше купить
0	1	0	1	1	0	0	что выбрать gtx670 или gtx1050
0	0	1	0	1	0	0	чем отличается иудаизм от ислама
0	1	0	1	0	0	0	какой блендер посоветуете
0	1	0	1	1	0	0	что лучше sd или sdhc
0	0	1	0	1	0	0	чем отличается psp 3000 от psp 3008
1	0	1	0	1	0	0	что общего было в последствиях восстаний крестьян в англии и во франции
1	0	1	2	1	0	0	в чем преимущество замкнутой кровеносной системы от незамкнутой
0	1	0	1	1	0	0	что выбрать андроид или windows phone 75
0	1	0	1	1	0	0	как ты думаешь какая конкуренция острее мужская или женская почему
0	0	1	0	1	0	0	чем отличается руководитель от администратора в контакте
1	0	1	1	0	0	1	какой из океанов оказывает на евразию наибольшее влияние
0	0	1	0	1	0	0	чем крем отличается от мази
0	1	0	1	0	1	0	какой образ выбрать для фотосессии
1	0	1	2	1	0	0	на сколько минут позже встает солнце в самой западной точке россии по сравнению с самой восточной протяженность по долготе округлите до целого числа градусов
1	1	0	1	0	0	1	где в омске самый вкусный шашлык
1	1	0	0	1	0	0	чем кот лучше мужчины
0	0	1	0	1	0	0	чем гриль отличается от барбекю
1	1	0	1	0	0	0	где лучше бить тату
0	0	1	0	1	0	0	чем отличается оливки от маслин
0	1	0	1	1	0	0	какой антивирус лучше выбрать
0	0	1	0	1	0	0	чем мойка отличается от раковины
1	0	1	1	1	0	0	кто из млекопитающих занесен в красную книгу республики беларусь? хорек ондатра ласка бурый медведь
0	1	0	1	0	1	0	как выбрать мини печь
0	1	0	1	0	0	0	какой смартфон выбрать
1	0	1	1	0	0	1	какое море самое большое
0	1	0	2	1	0	0	чем компьютер лучше книги
0	1	0	1	0	0	0	каким бензином лучше заправляться
0	1	0	1	0	0	0	какие лучше сигареты курить
0	1	0	1	0	0	0	какой лучше принтер
1	1	0	1	1	0	0	что раньше яйцо или курица
0	1	0	1	1	0	0	какой коньяк лучше дагестанский или армянский
0	1	0	1	1	0	0	какая виндовс 7 лучше 64 или 86
1	1	0	1	0	0	1	какое самое лучшее средство от тараканов
1	1	0	1	0	0	0	где лучше остановиться в геленджике
0	1	0	1	0	0	0	какая электронная книга лучше
0	1	0	1	1	0	0	какой пылесос лучше самсунг или бош
0	0	1	0	1	0	0	что общего между обращением и вводными словами и чем они различаются
0	1	0	1	0	0	0	какой фирмы лучше купить диски
0	0	1	0	1	0	0	чем отличается windows 32 bit от 64
1	1	0	1	0	0	0	какой туроператор лучше по испании
1	1	0	1	0	1	0	как лучше спланировать отдых в израиле
0	1	0	1	0	0	1	в какой стране хуже всего жить
0	1	0	0	1	0	0	как отличить арбуз от арбузихи
1	0	1	1	1	0	0	как правильно суси  или суши
0	0	1	1	1	0	0	что лучше лозап или лозап плюс
0	1	0	1	0	0	0	какие звуковые карты лучше
0	1	0	1	0	0	0	что подарить ребенку на 6 лет
1	0	1	2	1	0	0	почему один актив ликвиднее другого
0	1	0	1	1	0	0	какой фотоаппарат лучше canon или nikon
0	1	0	1	1	0	0	что выбрать мерседес или бмв
0	0	1	0	1	0	0	чем отличается влагостойкий гипсокартон от обычного
0	0	0	0	0	0	1	в какой день года длина тени в полдень будет самая большая
0	1	0	1	0	0	0	чем лучше наращивать ногти акрилом или гелем
0	1	0	1	1	0	0	что выбрать нетбук или планшет
0	1	0	1	1	0	0	что лучше ipad или ноутбук
0	1	0	1	1	0	0	что лучше андроид или windows phone 8
0	0	1	1	1	0	0	какая у меня система 64 или 32
0	1	0	1	0	0	0	какой видерегистратор лучше
1	1	0	1	0	0	0	где дешевле сантехника
0	1	0	1	1	0	0	какая лучше роторная или сеточная бритва
0	1	0	1	1	0	0	какое пиво лучше в банке или бутылке
1	1	0	1	0	0	0	где лучше лечить аденоиды
1	1	0	1	0	0	0	какой антивирус лучше для ноутбука
0	0	1	0	1	0	0	в чем разница между психологом и психиатором
0	0	0	0	0	0	1	названия каких древнейших городов сохранились до наших дней
0	1	0	1	1	0	0	что лучше окрашивание или тонирование волос
1	0	1	1	1	0	0	как пишется чесно или честно
0	0	0	0	0	0	0	на что лучше ловить леща
1	1	0	1	0	0	0	куда лучше поехать в июле
0	1	0	1	0	0	0	какой фирмы ламинирование лучше
0	1	0	2	1	0	0	чем mac лучше windows
0	1	0	1	0	0	0	какая мастика лучше
1	0	0	1	0	0	1	какие две страны являются мировыми лидерами по сбору чая
0	1	1	0	1	0	0	как отличить выкидыш от месячных
1	0	1	1	0	0	0	какое событие произошло позднее других?
0	1	0	0	1	1	0	как отличить бирюзу от подделки
1	0	1	1	0	0	0	в каких фруктах витамины группы b
1	1	0	1	0	0	0	какой телефон купить за 20000
0	1	0	1	1	0	0	что лучше афрокосички или зизи
0	0	1	0	1	0	0	чем отличается intel 510 от 710
0	0	1	2	1	0	0	в чем преимущества многоклеточных организмов в сравнении с одноклеточными
1	0	1	1	1	0	0	как правильно писать илюша или ильюша
0	1	0	1	0	1	0	как правильно выбрать газовую плиту
1	1	1	0	1	0	0	почему так различны по физическим свойствам углекислый газ и кварц
0	0	1	0	1	0	0	чем отличаются адвентисты от баптистов
0	1	0	0	1	1	0	как узнать дественица или нет
0	1	0	0	1	1	0	как отличить бриллиант от фианита
0	1	0	1	1	0	0	кто лучше паладин или шк
0	0	1	0	1	0	0	чем отличается гипсовая штукатурка от цементной
1	0	0	1	1	0	1	у каких иномарок самый маленький расход топлива
1	1	0	1	1	0	0	что эффективнее элос эпиляция или лазерная эпиляция
0	1	0	0	1	0	0	чем перхоть отличается от себореи
0	1	0	1	0	0	0	какие полы лучше
0	1	0	1	1	0	0	какие окна лучше veka или rehau
0	1	0	2	1	0	0	чем хр лучше 7
0	1	0	0	1	0	0	чем отличаются акриловые ванны от чугунной
1	1	1	0	1	0	0	почему кружка молока значительно быстрее закипает на электрической плите чем полная большая кастрюля
1	1	0	1	1	0	0	что безопаснее компьютер или ноутбук
1	1	0	1	0	0	0	с чем лучше носить батфорты
0	1	0	0	1	1	0	как отличить вшей от перхоти
1	0	1	1	1	0	0	почему аполлон григорьев или афанасий фет оказывались важнее дороже некрасова и белинского
0	1	0	1	1	0	0	какой матрас выбрать пружинный или беспружинный
1	1	0	1	0	0	0	что выбрать на день рождения
1	0	1	0	1	0	0	какой специфической функцией будет отличается рмр  плеер от flash  плеера
0	1	0	1	1	0	0	какие телефоны лучше samsung или lg
1	1	0	1	0	0	0	какие масла подходят для сухой кожи лица
1	0	1	0	0	0	0	на сколько часов отличается время в египте
1	0	1	1	0	0	0	у какого зверя срок беременности больше чем у человека
0	1	0	1	0	0	0	какой аккумулятор лучше для suzuki
0	1	0	1	0	0	0	какое травматическое оружие лучше
0	0	1	0	1	0	0	чем отличается невролог от невропатолога
0	1	0	1	0	0	1	какая самая лучшая игра про пиратов
0	0	0	0	0	0	0	чем отличается админка от вип
0	0	1	0	0	0	0	чем отличается список от массива
0	1	0	1	1	0	0	что выбрать canon 1100d или nikon d3000
1	0	1	1	1	0	0	кого больше мужчин или женщин в россии
0	1	0	1	1	0	0	что лучше адидас или найк
0	1	0	1	1	0	0	что лучше корса или гетц
0	1	0	1	0	0	0	с чем вкуснее есть мороженое
1	0	1	0	1	0	0	в чем сходство ситуаций в эпизодах святок и охоты война и мир
1	1	1	2	1	0	0	какие усложнения произошли в строении мхов по сравнению с водорослями
1	0	1	1	0	1	0	как отличить настоящую пашмину
0	1	0	1	1	0	0	какие двери лучше шпонированные или ламинированные
0	1	0	1	1	0	0	какой телевизор лучше жк или плазма
0	1	0	1	1	0	0	что лучше сурсил орто или ортек
1	1	0	1	1	0	0	кто сильнее крокодил или акула
0	1	0	0	1	0	0	в чем различие понятий «риск» и «неопределенность
1	0	1	1	0	0	1	в какой стране восточной европы живёт меньше всего людей
0	0	1	0	1	0	0	чем отличаются тайские и сиамские кошки
1	1	0	1	0	0	0	какой монитор лучше для 3d
0	1	0	0	1	0	0	что общего у валенок и лаптей
0	1	0	1	0	1	0	как выбрать модное пальто
1	0	1	0	1	0	0	чем отличается массовка от групповки
0	1	0	1	1	0	0	какой брус лучше из сосны или ели
1	0	1	1	0	0	1	какой самый большой айкью
1	1	0	1	1	0	0	что лучше для новорожденного колыбель или кроватка
0	0	1	1	1	0	0	какая разница между одним рублем и одним долларом
1	0	1	0	1	0	0	в чем особенности греческого полиса как типа государственного и социального устройства по сравнению с древневосточной деспотией
1	0	1	0	1	0	0	что общего в оплодотворении у ланцетника и большинства рыб
0	1	0	1	0	0	0	как лучше сохранить лепестки роз
1	1	0	1	0	0	0	что подарить маме на 8 марта
0	0	1	0	1	0	0	в чем различие между установившимся и неустановившимся движением жидкости
1	1	0	1	0	0	0	какой телефон лучше купить девушке
0	1	0	0	1	0	0	как отличить iphone 4s от iphone 4
0	1	0	0	1	0	0	отличается ли воспитание детей в англии от других стран европы
1	0	1	0	1	1	0	как может наблюдатель отличить планеты от звезд
1	1	0	1	0	0	0	виртуализация что выбрать
1	1	0	1	1	0	0	у кого и почему лучше развиты вибриссы у собаки кошки или крысы
1	0	1	1	1	0	0	что главнее указ или закон
1	0	1	1	0	0	0	какой город ближе к симферополю
0	1	0	1	0	1	0	как выбирать гитару
0	1	0	1	0	0	0	какой автомобиль купить
0	1	0	1	0	0	0	какой браузер лучше и почему
0	0	1	0	1	0	0	чем рабы по своим правам отличались от граждан и переселенцев
0	1	0	0	1	0	0	чем цели экономического роста отличаются от цели экономического развития
0	1	0	1	0	0	0	какие коляски люльки лучше
0	1	0	1	0	0	1	какой лучший персонаж в аллодах
0	0	1	0	1	0	0	чем смартфон отличается от коммуникатора
0	1	0	1	0	0	1	в какой стране самое лучшее образование?
0	1	0	0	1	0	0	чем право отличается от социальных норм обычаев нравов
1	1	1	2	1	0	0	почему земля нагревается сильнее чем воздух
1	1	0	0	1	0	0	каковы личные права ребенка по сравнению со взрослыми
0	1	0	1	0	1	0	как выбрать телеантенну
0	0	0	1	1	0	0	что лучше беговая дорожка или велотренажер
1	1	0	1	0	0	1	какая самая мощная броня в skyrim
1	0	1	1	1	0	0	в какой воде легче плавать в морской или речной
0	1	0	1	1	0	0	что лучше занусси или веко
0	1	0	1	1	0	0	какие лучше телевизоры плазменые или жк
0	1	0	1	1	0	0	что лучше galaxy s 2 или iphone 4g
0	0	1	0	1	0	0	в каком предложении вместо слова невежа нужно употребить невежда
1	0	1	1	1	0	0	как правильно говорить кончается  или заканчивается
1	0	1	1	1	0	0	какая из звёзд первой или шестой величины светит ярче и почему
1	0	1	1	1	0	0	кто темнее шатенка или брюнетка
0	1	0	1	1	0	0	какой планшет удобнее 7 или 10
0	1	0	0	1	0	0	чем отличается psp e1008 от e3008
0	1	0	1	1	0	0	какой фотоаппарат выбрать canon или nikon
0	1	0	0	1	0	0	чем схожи человек и животные
0	1	0	1	1	0	0	какая зеркалка лучше canon или nikon
0	0	1	0	1	0	0	чем отличается мопед от мотоцикла
0	1	0	1	0	0	0	какой купить телефон
0	1	0	1	0	0	0	какой лучше купить пылесос
1	0	1	0	1	0	0	какое действие выполняется первым деление или умножение
0	1	0	0	1	0	0	как отличить попугая мальчика от девочки
0	1	0	1	1	0	0	что выбрать ext2 или ext3
1	1	0	1	0	1	0	как выбрать видеокарту для игрового компьютера
1	0	1	1	1	1	0	как узнать настоящий iphone от подделки
1	1	0	1	0	0	1	какой бизнес самый прибыльный
0	1	0	1	1	0	0	какой смартфон лучше htc или samsung
0	1	0	1	1	0	0	что выбрать бревно или брус
0	1	0	1	1	0	0	что лучше hdmi или dvi
0	1	0	1	0	1	0	как выбрать профессию по душе
0	1	0	1	1	0	0	что выбрать ламинат или линолеум
0	0	1	0	1	0	0	как выглядит большая и малая медведица
0	1	0	1	0	1	0	как выбрать моющий пылесос
1	1	0	1	0	0	1	кто из бременских музыкантов самый симпатичный
1	1	0	1	0	0	0	куда поехать в свадебное путешествие в июле недорого
0	1	1	0	1	0	0	как отличить свежее яйцо от испорченного
1	0	1	1	1	0	0	где будет сильнее выражено оврагообразование на кольском полуострове или на среднерусской возвышенности объясните почему
0	1	0	1	1	0	0	что лучше планшет или нетбук
1	1	0	1	0	0	0	какой радиатор охлаждения лучше для ваз 2114
0	0	1	0	1	0	0	чем схожи и чем отличаются методы селекции растений и животных
0	0	1	0	1	0	0	чем прилагательное отличается от существительного
1	1	0	2	1	0	0	почему смертность в тюменской области ниже чем в ивановской
1	1	0	1	1	0	0	что слаже сахар или фруктоза
1	0	1	1	0	0	1	какой самый маленький океан на земле
1	1	0	1	0	0	0	где лучше пройти границу с украиной на автомобиле
0	1	0	1	1	0	0	что лучше nokia lumia 800 или sony xperia p
0	1	0	1	0	0	0	как лучше сохранить мимозу
0	1	0	1	1	0	0	какая сигнализация лучше шерхан или старлайн
1	0	1	2	1	0	0	какая часть молекул аминокислот отличает их друг от друга
1	0	1	1	1	0	0	как правильно шпатлёвка или шпаклёвка
0	1	0	1	1	0	0	кем лучше быть женщиной или мужчиной
0	1	0	1	1	0	0	что лучше wma или mp3
0	1	0	1	0	0	0	какая краска для волос лучше
0	1	0	1	1	0	0	что лучше форд фокус или шкода октавия
1	1	0	1	0	0	1	где купить самый дешевый линолеум
0	1	0	1	1	0	0	что лучше связка динамита или пояс камикадзе
0	1	0	1	1	0	0	что выбрать андроид или виндовс фон
0	1	0	1	0	0	0	какой фирмы посудомоечную машину лучше купить
0	0	1	0	1	0	0	2. какие особенности имеет труд профессиональных управляющих-менеджеров по сравнению с трудом других работников организации?
0	1	0	0	1	0	0	в чем различие между понятиями общество и общность
0	0	1	0	1	0	0	чем отличается казак от казаха
1	0	1	1	1	0	0	какая дробь больше 4105 или 7120
0	1	0	1	1	0	0	что лучше хёндай акцент или киа спектра
0	1	0	1	1	0	0	какое качество лучше тс или кам рип
0	1	0	1	0	0	0	какие пластиковые лучше окна
1	0	1	1	1	0	0	что раньше гром или молния почему
0	0	1	0	0	0	0	чем отличается туалетная вода тестер
1	1	0	1	0	0	1	что лучше всего съесть перед тренировкой
1	0	1	1	1	0	0	кто должен платить налоги работник или работодатель
0	1	1	0	1	0	0	как отличить икру от подделки
0	1	0	1	0	0	0	какой планшетник samsung лучше
1	1	0	1	0	0	0	какой детский крем лучше для новорожденных
0	1	0	0	1	1	0	как отличить месячные от выкидыша
0	0	1	0	1	0	0	чем отличается ак 47 и ак 74
1	1	1	1	0	0	0	где теплее в апреле на кипре
1	0	1	1	0	0	1	какая самая большая страна в мире
1	0	1	1	1	0	0	как правильно ноль или нуль
0	1	0	1	0	0	0	какой пылесос лучше купить
0	1	0	1	0	0	0	какие выбрать обои
0	0	1	0	1	0	0	в чем отличие заявления от ходатайства
0	1	0	1	0	0	0	чем отстирать белые вещи
0	1	0	1	1	0	0	что лучше сумка или портфель
0	0	1	0	1	0	0	к каким устройствам (ввода, вывода или ввода-вывода) относятся такие элементы системного блока как пзу и озу.
0	1	0	1	0	0	1	какой самый лучший газовый кател
0	1	0	0	0	1	0	как выбрать бинокуляры
0	1	0	1	0	0	0	манеж какой фирмы лучше
1	0	0	1	1	0	0	каких слов больше многозначных или однозначных
0	1	0	1	0	0	0	где лучше печатать тексты
1	0	1	0	1	0	0	в чем по в. вернадскому состоит основное различие между «косным» и «живым» веществом
0	1	0	1	0	0	0	какие дрожжи лучше
0	0	1	0	1	0	0	чем отличается иудаизм от христианства
0	1	0	1	1	0	0	что лучше эспумизан или бебикалм
0	1	1	1	1	0	0	что лучше кт или мрт
0	0	1	0	1	0	0	чем отличается стандарт unicode от кодировки ascii
0	1	0	1	1	0	0	что лучше планшет или ipad
0	0	1	0	1	0	0	в чём проявляется сходство элементов азота и фосфора
0	1	0	0	0	1	0	как выбрать жесткий диск
1	1	0	1	0	0	0	где лучше отдохнуть в адлере
0	1	0	1	0	0	1	из чего лучше приготовить шашлык
0	1	0	1	0	0	0	какие презервативы лучше для первого раза
0	0	1	0	1	0	0	чем отличается пистолет пневматический от травматического
0	1	0	0	1	0	0	что общего между либерализмом и консерватизмом
0	0	1	1	0	0	1	какие химические элементы преобладают в живых организмах
1	1	0	1	1	0	0	что появилось раньше курица или яйцо
1	1	1	1	0	0	0	какие противозачаточные таблетки лучше принимать до 20 лет
0	1	0	0	0	1	0	как правильно выбрать гантели
0	1	0	1	1	0	0	что лучше скайлайн или супра
1	0	1	1	0	0	0	какие препараты лучше для снижения холестерина
0	0	1	0	1	0	0	чем отличается тождество от равенства
0	1	0	1	0	1	0	как выбрать окна пластиковые
0	1	0	2	1	0	0	чем питер лучше москвы
1	0	1	1	1	0	0	что больше гигабайт или мегабайт
0	1	0	0	1	1	0	как отличить i9100 от i9100g
0	1	0	1	1	0	0	какой бензин лучше 92 или 95
1	1	0	1	1	0	0	что выгоднее автокредит или потребительский
1	0	1	1	1	0	0	что выше закон или постановление
0	1	0	1	1	0	0	какая марка телефона лучше самсунг или нокиа
0	1	0	1	0	1	0	как выбрать вытяжку для газовой плиты
0	1	0	1	1	0	0	какой город лучше омск или новосибирск
0	0	0	0	0	0	1	какие рыночные структуры в наибольшей степени присущи современной российской экономике
1	1	0	1	0	0	0	какой модем лучше в украине
1	0	1	1	1	0	0	какая кислота более сильная карболовая или уксусная
1	1	1	2	1	0	0	в чём состоит преимущество внутреннего оплодотворения по сравнению с наружным
0	1	1	1	1	0	0	что лучше гепатрин или эсенциале
0	1	0	1	1	0	0	какие лучше виниловые или флизелиновые
0	0	1	2	1	0	0	в чём приемущество полового размножения по сравнению с бесполым
0	1	0	0	1	0	0	чем отличается женская тоска от мужской
0	1	0	1	1	0	0	что лучше аэрогриль или мультиварка
1	1	0	0	1	0	0	что общего и различного в поведении гостей и хозяев на именинах у ростовых по сравнению с салоном шерер
0	1	0	1	1	0	0	какой процессор лучше i3 или a4
0	0	1	1	0	0	1	как называется один из самых больших действующих дворцов в мире
0	0	0	0	0	0	1	почему в оймяконе самые низкие температуры
0	0	1	0	1	0	0	почему канаду сравнивают с австралией
0	1	0	0	1	1	0	как отличить iphone от подделки
0	1	0	1	1	0	0	что выбрать доходы или доходы расходы
0	1	0	1	0	0	0	когда лучше в париж
0	1	1	0	0	0	0	в чём сходство и различие между пустынями африки
0	1	0	0	1	0	0	чем отличается эффект от эффективности
0	1	0	0	1	0	0	чем отличается алкаголик от пьяницы
1	1	0	0	1	0	0	что общего у буратино и карлсона?
0	1	0	1	0	1	0	как правильно выбрать сноуборд
0	1	0	0	1	0	0	в чем сходство и различие ростовых и болконских
1	1	0	0	0	0	0	что отличает молодежь как социальную группу
1	1	1	2	1	0	0	почему на правой руке давление больше чем на левой
1	1	0	1	0	0	0	в каком городе лучше отдыхать на кипре
0	1	0	1	0	0	0	из чего самогон лучше
0	0	1	0	1	1	0	как проверить реальный пробег или нет
0	1	0	0	1	0	0	чем общественное сознание отличается от индивидуального
0	1	0	1	0	0	0	какая шины лучше
0	1	0	0	1	1	0	как отличить влюбленность от любви
0	1	0	1	1	0	0	что выбрать нокиа710 или самсунг 8600
1	1	0	1	0	0	1	какая профессия наиболее востребована в наше время
0	0	0	0	0	0	1	почему америка самая великая страна в мире
0	1	0	0	1	1	0	как отличить самочку волнистого попугая от самца
1	0	1	1	1	0	0	кому евгении или евгение
0	1	0	1	0	0	0	чем лучше лечить грибок ногтей на ногах
0	0	1	0	1	0	0	чем отличается сертификация от акредитации
0	0	0	0	0	0	1	у кого самый длинный хвост
0	1	0	1	0	0	0	какой тример лучше выбрать
0	1	0	1	0	0	0	какой хороший цифровик
1	1	0	1	0	0	0	в каком банке лучше купить золото
0	1	0	1	1	0	0	что выбрать рено дастер
0	1	0	1	0	0	0	кто лучше из джонас
0	0	1	0	1	0	0	чем отличаются социальные группы от социальных общностей
0	1	0	1	1	0	0	что лучше htc  radar или nokia lumia 710
0	1	0	1	1	0	0	что купить телефон или айпад
0	1	0	1	0	0	0	какой чайник лучше купить
0	0	1	0	1	0	0	что общего между предлогами и союзами и чем они отличаются друг от друга
0	0	0	1	1	0	0	какой телевизор лучше самсунг или филипс
0	1	0	0	1	0	0	что общего у искусства с другими областями культуры
0	1	0	1	1	0	0	какое масло лучше синтетика или полусинтетика
0	1	0	1	0	0	0	на что лучше установить теплицу
0	1	0	1	0	0	1	какая водка самая лучшая
0	0	1	0	1	0	0	в чем сходство лягушки крокодила и бегемота
0	0	1	0	1	0	0	что общего у оттепели хрущевского времени и политики гласности горбачева?чем они отличаются?
0	1	0	1	0	1	0	как выбрать двери межкомнатные
0	1	0	2	1	0	0	чем windows 7 лучше windows xp
0	1	0	1	1	0	0	что лучше зиртек или фенистил
1	0	1	1	1	0	0	как правильно в украине или на украине
0	1	0	0	1	0	0	чем отличается девствиница
0	1	0	1	1	0	0	что лучше такском или контур
0	1	0	1	0	0	0	в каком районе лондона жить
0	1	0	1	0	0	0	где остановиться на краби
0	1	0	1	0	1	0	как выбрать духовой шкаф
0	0	0	0	0	0	0	какие клетки организма человека живут дольше других
0	0	1	0	1	0	0	в чем особенность древнееврейской религии по сравнению с египетской и вавилонской
0	1	1	1	1	0	0	какой препарат лучше цистон или канефрон
1	1	0	1	0	0	1	у какого оператора самый быстрый интернет
1	1	1	0	1	0	0	с чем связаны внешние различия между людьми различных рас
0	1	0	1	0	1	0	как выбрать качественный мед
0	1	0	1	0	0	0	какой металлоискатель лучше купить
0	1	0	1	0	0	0	какой лучше способ оплаты
1	1	0	1	0	1	0	видеорегистраторы как выбрать недорогой
0	1	0	1	1	0	0	что лучше т34 или т90
0	1	0	1	0	1	0	как выбрать питбайк
0	1	0	1	1	0	0	где лучше домбай или эльбрус
1	1	0	1	1	0	0	кто круче русские или кавказцы
1	0	1	1	0	0	0	какая форма перестрахования предполагает то, что перестрахователь обязан передавать часть ответственности по каждому отдельному риску из совокупного портфеля того или иного вида страхования, предусмотренного условиями договора, в перестрахование, а перестраховщик обязан принимать каждую такую цессию
0	1	0	1	0	0	0	какой саб лучше для сх
1	0	1	1	1	0	0	что больше мб или гб
1	1	0	1	0	0	0	какие подгузники лучше для мальчиков
0	1	0	1	1	0	0	что выбрать футбол или бокс
0	1	0	1	0	0	0	какой жесткий диск лучше
0	1	0	1	0	0	0	какой музыкальный мобиль лучше
0	1	0	1	0	0	0	какой видеорегистратор выбрать
1	0	1	1	0	0	0	кто выиграл в битве хоров екатеринбург или новосибирск
1	0	1	0	1	0	0	чем отличается фалоэмитатор от вибратора
0	1	0	1	1	0	0	что лучше кпк или андроид
0	0	1	0	1	0	0	чем отличается русская церковь от армянской
0	1	0	1	0	0	0	что лучше плетенка или леска
0	1	0	1	0	0	0	в каком месяце лучше выходить замуж
0	1	0	0	0	1	0	как выбирать оптический привод
0	0	1	0	1	0	0	чем отличается норма от морали
1	1	0	2	1	0	0	почему мужчины считают себя умнее женщин
1	1	0	1	0	0	1	какой самый простой язык
0	1	0	1	0	1	0	какую выбрать мясорубку
0	1	0	1	1	0	0	что лучше китай или вьетнам
